2.755865514757720197e-13,-1.908931461034846558e-19,1.334199021697471792e-10
4.556657949426284532e-12,-3.117855165252635275e-18,2.441540841994376966e-08
7.766483108726569684e-12,-5.311059263886316642e-18,7.946847577051361521e-08
9.464491561277649891e-12,-6.470894792812780021e-18,1.429732983506274504e-07
9.982530547016955066e-12,-6.824357102200344431e-18,1.994542776371107398e-07
9.702951454859177591e-12,-6.632801654337965131e-18,2.411608334905030959e-07
8.941115392437639729e-12,-6.111756724477345291e-18,2.658052725644684975e-07
7.929185390951125779e-12,-5.419876908563194498e-18,2.743693851608188205e-07
6.826447870519641889e-12,-4.666007673646925790e-18,2.694843413059389558e-07
5.735421725121053922e-12,-3.920198673326126963e-18,2.543691162389187091e-07
4.717148449924295468e-12,-3.224154774186974837e-18,2.321997025377840032e-07
3.803753646575769037e-12,-2.599821203183694739e-18,2.057778567476796206e-07
3.008062183139757375e-12,-2.055954653984695312e-18,1.773934444935720027e-07
2.330632689121465521e-12,-1.592930548003176735e-18,1.488032070469310472e-07
1.764725680714069787e-12,-1.206138057058254592e-18,1.212732440582252451e-07
1.299699940684898167e-12,-8.883009786983308292e-19,9.565111313860115289e-08
9.232549861288505737e-13,-6.310100409986029724e-19,7.244670786323350725e-08
6.228500908533861306e-13,-4.256924894676294807e-19,5.191008671605648803e-08
3.865507325522876017e-13,-2.641904035345792479e-19,3.410028941400370841e-08
2.034873781304475835e-13,-1.390741111235752650e-19,1.894281908842537404e-08
6.405968113629428276e-14,-4.378164110486841120e-20,6.275600560888024848e-09
-4.002018866482189989e-14,2.735174172750880692e-20,-4.115633304279210451e-09
-1.157804873555953546e-13,7.912977746195345641e-20,-1.247105784172928481e-08
-1.690956207321492907e-13,1.155675098314018967e-19,-1.903796364288235961e-08
-2.048161745606744943e-13,1.399801854617972431e-19,-2.405791049486104683e-08
-2.269052641413663318e-13,1.550764634469327606e-19,-2.775845703572068921e-08
-2.385704051262457993e-13,1.630485576266137481e-19,-3.034830811499075811e-08
-2.423849292516256393e-13,1.656552288035160059e-19,-3.201493767598224261e-08
-2.403961209052517983e-13,1.642956980215694500e-19,-3.292394367058466445e-08
-2.342192407316894378e-13,1.600739120325706875e-19,-3.321956368494497261e-08
-2.251178013634452987e-13,1.538534111138782264e-19,-3.302592332585816004e-08
-2.140711285753301315e-13,1.463035059593335693e-19,-3.244870494045433507e-08
-2.018305635119458779e-13,1.379376905122710218e-19,-3.157701496575215535e-08
-1.889657648893646692e-13,1.291452880710908270e-19,-3.048529772194522931e-08
-1.759025424124184472e-13,1.202173090404741332e-19,-2.923519575221066212e-08
-1.629535495356829910e-13,1.113674281570849175e-19,-2.787729497910826669e-08
-1.503430256898503777e-13,1.027488946561341553e-19,-2.645272045227070319e-08
-1.382266269189881405e-13,9.446808552023224292e-20,-2.499456753145258252e-08
-1.267072347765007074e-13,8.659531001212081954e-20,-2.352916617279375685e-08
-1.158474949937711886e-13,7.917337913715878818e-20,-2.207718432084583878e-08
-1.056797125533626493e-13,7.222436832437226760e-20,-2.065458130448911832e-08
-9.621362102934968899e-14,6.575492727904157771e-20,-1.927342478003251814e-08
-8.744245077115694009e-14,5.976042717851744022e-20,-1.794258581568297805e-08
-7.934764149434859674e-14,5.422818139952190795e-20,-1.666832666869445042e-08
-7.190247915739721672e-14,4.913993105542714372e-20,-1.545479516247942423e-08
-6.507488240081260131e-14,4.447374931560207490e-20,-1.430443848155479652e-08
-5.882951938887616982e-14,4.020548809301294487e-20,-1.321834800187808519e-08
-5.312939938517180442e-14,3.630986575546777739e-20,-1.219654544433768714e-08
-4.793705399201760079e-14,3.276127439331838908e-20,-1.123821937422872966e-08
-4.321539925786095892e-14,2.953436898977401765e-20,-1.034191987300346037e-08
-3.892835078987014071e-14,2.660448778580179335e-20,-9.505718108983739327e-09
