-4.794191869211735520e-14,3.232782031676487877e-20,2.352414187477996091e-11
-8.734716044373398431e-13,5.962073893125047736e-19,4.685943151563826124e-09
-1.622044590155358057e-12,1.107806480043887061e-18,1.660777427003084745e-08
-2.152600757399424581e-12,1.470463512126605279e-18,3.253192696939033658e-08
-2.472218026537283879e-12,1.688975970246182328e-18,4.941198992097091560e-08
-2.616792321717584892e-12,1.787861596704802702e-18,6.505598614774853851e-08
-2.626686759134768490e-12,1.794699378801944299e-18,7.810460469495869314e-08
-2.538894505765272843e-12,1.734768744777663432e-18,8.786883169843572055e-08
-2.384580950400483519e-12,1.629367998494173150e-18,9.415078137999320117e-08
-2.188727842097082981e-12,1.495570271258358337e-18,9.708588667950401479e-08
-1.970626970162757967e-12,1.346560482579012675e-18,9.701650682497313466e-08
-1.744680569851925461e-12,1.192182122245225268e-18,9.439656765324603554e-08
-1.521260824189175788e-12,1.039524523433249849e-18,8.972309466422273539e-08
-1.307516741756722930e-12,8.934742288274871007e-19,8.348952138104089278e-08
-1.108082854419645894e-12,7.571992913854191652e-19,7.615584663357367739e-08
-9.256770521862915352e-13,6.325578285137508015e-19,6.813135755604670392e-08
-7.615909179443166063e-13,5.204331197690055087e-19,5.976639973560753528e-08
-6.160831998200128553e-13,4.210025135033207156e-19,5.135041343662293457e-08
-4.886897075245788394e-13,3.339492197126918356e-19,4.311410328606344231e-08
-3.784631655770945040e-13,2.586262359059337885e-19,3.523414982291113726e-08
-2.841556183327737827e-13,1.941810126150229457e-19,2.783930710046108929e-08
-2.043545283974888351e-13,1.396484721976309697e-19,2.101707216622489083e-08
-1.375821057395187273e-13,9.401889857242002051e-20,1.482037386958907678e-08
-8.236584502241055736e-14,5.628614966342853447e-20,9.273924707783693476e-09
-3.728682528547958734e-14,2.548067164908006348e-20,4.380023280243165942e-09
-1.011079290365630702e-15,6.909421324988590862e-22,1.236979458622310399e-10
2.769172429115521449e-14,-1.892375791116394147e-20,-3.522846153089951482e-09
4.993893253868332119e-14,-3.412695165729780913e-20,-6.596466627263042317e-09
6.673227348862072022e-14,-4.560316261380285615e-20,-9.139969505067005345e-09
7.895991063448114398e-14,-5.395931600527130064e-20,-1.119958296579054001e-08
8.740164187580785398e-14,-5.972828952763709847e-20,-1.282295248450513348e-08
9.273607973406017401e-14,-6.337381848982081659e-20,-1.405758835001010436e-08
9.554895061526872483e-14,-6.529616603372827010e-20,-1.494969825026774724e-08
9.634188608876647635e-14,-6.583812986986242855e-20,-1.554334194382822141e-08
9.554126087405269813e-14,-6.529108115972405625e-20,-1.587985079011357637e-08
9.350677154348607849e-14,-6.390082638482944913e-20,-1.599746138223347641e-08
9.053955512216866345e-14,-6.187315494352770879e-20,-1.593111910059763676e-08
8.688972543797993072e-14,-5.937898895821760739e-20,-1.571241380140343588e-08
8.276326274457235935e-14,-5.655909121392546021e-20,-1.536961580081936005e-08
7.832823354753916745e-14,-5.352831544684260096e-20,-1.492778569292707893e-08
7.372034704649202337e-14,-5.037940333918521679e-20,-1.440893640237851791e-08
6.904787377635488919e-14,-4.718634570043479732e-20,-1.383222996315177376e-08
6.439596514922907891e-14,-4.400733426963491000e-20,-1.321419520418305179e-08
5.983041952618994158e-14,-4.088733531195254243e-20,-1.256895548711465750e-08
5.540094431871566158e-14,-3.786031883040646522e-20,-1.190845825252886102e-08
5.114396421335640882e-14,-3.495117762460941391e-20,-1.124270019170956465e-08
4.708502464397175452e-14,-3.217736975785411722e-20,-1.057994359645518333e-08
4.324083735346106377e-14,-2.955031644520945225e-20,-9.926920830973431995e-09
3.962101168254542081e-14,-2.707658517746976771e-20,-9.289024945124796168e-09
3.622951179636533932e-14,-2.475888556285532771e-20,-8.670485329721855132e-09
3.306587633081880672e-14,-2.259690281214104906e-20,-8.074527971952748522e-09
